X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
0.0,-2.0,15.0,1.0,16.0,-1.0,21.0,6.0,21.0,1.0,1.0,1.0,9.0,0.0,9.0,2.0,13.0,1.0,14.0,-1.0
