X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
-0.127348643006,0.179540709812,16.0,5.0,16.0,0.0,16.0,5.0,16.0,3.0,-0.196721311475,0.18237704918,8.67045454545,0.0113636363636,8.70873786408,0.436893203883,8.73404255319,-0.468085106383,8.52040816327,0.418367346939
