X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
-0.165631469979,-0.0745341614907,15.0,-4.0,16.0,2.0,16.0,-4.0,16.0,5.0,0.064182194617,-0.0869565217391,8.82352941176,-0.754901960784,8.6043956044,0.197802197802,8.97058823529,0.137254901961,8.57894736842,-0.254385964912
