X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
0.0157068062827,-0.198952879581,16.0,-1.0,16.0,2.0,17.0,-4.0,18.0,2.0,0.109947643979,0.0261780104712,10.0,-3.0,9.0,-0.5,10.0,2.0,8.33333333333,-4.0
