X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
-0.113402061856,0.278350515464,15.0,0.0,15.0,5.0,16.0,0.0,17.0,1.0,-0.0471204188482,0.188481675393,8.33333333333,-3.0,8.0,-4.0,9.0,-5.0,9.5,1.5
