Subject	0	1	3	5	15
403	7.854941977	7.711620926	8.789493575	12.93617021	11.46226415
404	8.778846154	11.09243499	8.953296703	8.728264891	9.884530142
405	6.37254902	10.22852891	11.19522526	12.30612245	11.79458333
406	8.285280069	12.35106383	11.81033183	13.35869565	12.28449871
411	12.07931516	11.74114833	11.46130952	11.42787524	11.52089314
412	11.58771044	13.05932203	12.44822804	13.45805423	14.48445767
501	13.68305085	12.77327586	12.71639392	13.19842198	14.1299435
502	9.172413793	9.162280702	9.991666667	9.650332728	10.74883109
503	5.898743425	10.0753176	11.67826346	12.44166667	9.917982456
504	10.87844612	11.09526593	10.87068966	8.527298851	9.898305085
505	6.679479419	10.31695402	11.71666667	12.18965517	11.03857393
506	9.410714286	10.55266344	10.94328494	11.92836257	12.36674459
