X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
1.25,1.5,16.0,2.0,17.0,-2.0,19.0,1.0,19.0,1.0,0.0,-0.333333333333,10.0,-2.0,9.0,2.0,12.0,1.0,11.0,-1.0
