X_32_0,Y_32_0,X_32_1,Y_32_1,X_32_3,Y_32_3,X_32_5,Y_32_5,X_32_15,Y_32_15,X_44_0,Y_44_0,X_44_1,Y_44_1,X_44_3,Y_44_3,X_44_5,Y_44_5,X_44_15,Y_44_15
-0.15,0.516666666667,-15.0,2.0,-15.0,-3.0,-17.0,-1.0,-18.0,0.0,0.0535714285714,-0.0446428571429,-9.0,0.0,-10.0,-3.0,-10.0,-1.0,-10.0,-4.0
