"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9829,0.849931490768855,2.53843735500237,0.695559567801869,2.11551603720685,0.9822,0.940283502375176,2.82286674903493,0.890859124605197,2.65328499824532
