"x32_0","y32_0","x32_1","y32_1","x32_3","y32_3","x32_5","y32_5","x32_15","y32_15","x44_0","y44_0","x44_1","y44_1","x44_3","y44_3","x44_5","y44_5","x44_15","y44_15"
-1,0,-15,-2,-12,-2,-23,-3,-22,-3,1,0,-7,2,-9,2,-16,2,-15,-1
