"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
1,0.9512318523046,2.85402062941644,0.9061637046092,2.7027380437698,1,0.99538684973712,2.98150397407992,0.9901585621714,2.964892810857
