"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9992,0.9276,2.7744,0.8611,2.5434,0.9992,0.9845,2.9586,0.9703,2.9094
