"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
1,0.959145009255124,2.87560753239293,0.92040834875854,2.75707651414176,1,0.995415981662468,2.98674677069449,0.99266568808924,2.97987426606693
