"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9997,0.85590999529032,2.57127336104757,0.769926871173385,2.29176373763709,0.9998,0.979156624823387,2.94423974894032,0.96457749882258,2.8938
