"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9821,0.8189,2.4828,0.6602,1.9701,0.9825,0.9313,2.7927,0.8738,2.6076
