"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
1,0.991605124794926,2.97540442724573,0.98471754768255,2.94992422887624,1,0.9999,2.9997,1,3
