"x32_0"	"y32_0"	"x32_1"	"y32_1"	"x32_3"	"y32_3"	"x32_5"	"y32_5"	"x32_15"	"y32_15"	"x44_0"	"y44_0"	"x44_1"	"y44_1"	"x44_3"	"y44_3"	"x44_5"	"y44_5"	"x44_15"	"y44_15"
2	-7	16	2	15	-4	17	3	17	-2	-3	-7	15	0	14	3	18	1	17	3
