"z32_0"	"z32_1"	"z32_3"	"z32_5"	"z32_15"	"z44_0"	"z44_1"	"z44_3"	"z44_5"	"z44_15"
1	0.9869	2.9679	0.9735	2.9256	1	0.9882	2.961	0.9744	2.9214
