"x32_0"	"y32_0"	"x32_1"	"y32_1"	"x32_3"	"y32_3"	"x32_5"	"y32_5"	"x32_15"	"y32_15"	"x44_0"	"y44_0"	"x44_1"	"y44_1"	"x44_3"	"y44_3"	"x44_5"	"y44_5"	"x44_15"	"y44_15"
4	-7	14	7	15	-1	18	0	17	-2	-3	-8	15	1	15	1	17	-2	16	5
