"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9992,0.872660618065399,2.62550728745453,0.77195226555918,2.30668765911051,0.9989,0.974847901436232,2.92441271662917,0.95508312799215,2.85812963038587
