"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9992,0.886999155038992,2.66591480672885,0.79637959810368,2.39300154549624,0.9989,0.979763946413824,2.93499285933629,0.96197738278024,2.88164234928888
