"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9995,0.934,2.8014,0.8668,2.6067,0.9994,0.9896,2.9676,0.9767,2.9277
