"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
1,0.987488543551821,2.96281501398035,0.97764039357715,2.92528847229258,1,0.999641769445852,2.9988835388917,0.9997,2.9985
