"x32_0","y32_0","x32_1","y32_1","x32_3","y32_3","x32_5","y32_5","x32_15","y32_15","x44_0","y44_0","x44_1","y44_1","x44_3","y44_3","x44_5","y44_5","x44_15","y44_15"
-1,-1,-14,2,-15,0,-19,-2,-19,-1,0,3,-9,-1,-8,-1,-10,-4,-12,2
