"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9471,0.7398,2.2101,0.5337,1.5909,0.9465,0.869,2.6058,0.7631,2.2968
