"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9995,0.912124436563916,2.73428998990663,0.83100817261774,2.48535629449746,0.9994,0.984720934013456,2.95480233503364,0.97157920474278,2.91377172590622
