"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9968,0.8966,2.7054,0.7944,2.3841,0.9969,0.9748,2.9277,0.9481,2.847
