"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9969,0.890922208998142,2.65211687066154,0.78705477103192,2.32190188982857,0.9973,0.971115814144739,2.91511559093971,0.94423775901368,2.83444037796572
