"z32_0","z32_1","z32_3","z32_5","z32_15","z44_0","z44_1","z44_3","z44_5","z44_15"
0.9997,0.9407,2.8257,0.8867,2.6652,0.9997,0.9918,2.9721,0.9833,2.9469
