,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,60.4600591716,73.2469135802,94.5627777778,63.7215363512,57.8048469388,78.4494649227,82.5665294925,63.9072532699,98.8993055556,57.8669410151
