,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,141.284444444,87.2110969388,2465.66007653,75.3131377551,81.9694444444,113.402777778,103.551724138,123.305555556,112.793103448,105.782777778
