,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,22.3270321361,30.2107988166,47.0264650284,33.3216,59.35875,51.6076388889,36.8432,34.8498263889,37.1530612245,31.5828402367
