,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,59.6872222222,66.4320987654,72.5943877551,39.8380177515,60.134430727,59.6682520809,45.4030612245,51.9411111111,79.1224732461,46.9488888889
