,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,70.7502972652,79.0582639715,85.3079667063,76.6373365042,76.1414982164,69.9713010204,68.179548157,50.837098692,77.1319857313,60.4732461356
