,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,67.1138888889,74.2936390533,67.5500685871,72.162627551,83.362244898,59.5888888889,86.219478738,88.4222222222,77.7812128419,69.8739595719
