,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,161.75862069,189.211096939,113.445266272,148.155612245,146.429444444,133.397805213,127.334183673,142.527222222,119.378121284,144.976218787
