,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,79.424,81.2330558859,66.6027777778,69.5172193878,54.4445266272,158.834319527,50.698964497,59.1206597222,53.693877551,60.8029336735
