,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,62.5160523187,125.828443878,96.6052318668,130.056111111,119.114158163,145.822829964,116.002743484,95.4577883472,143.887222222,91.6599286564
