,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,141.376417234,134.085066163,134.068239796,101.769770408,147.648526077,127.335743802,143.602430556,122.9739369,115.6,189.016528926
