,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5",subNum
0,267.878698225,216.692729767,153.684171598,224.473372781,167.731770833,145.274348422,195.397146254,201.326474623,202.072,273.078993056,302
0,85.7570153061,84.9938888889,60.4993622449,74.3054846939,83.8858501784,77.0382653061,56.9327846365,107.045184304,68.4081632653,102.976,303
0,87.5944444444,133.254458977,137.149444444,102.913888889,179.685871056,120.450653983,102.445555556,104.586206897,118.136111111,110.469678954,304
0,101.86,93.8601134216,77.7465277778,76.8698060942,87.6748582231,106.153119093,74.8548752834,101.624142661,48.6712018141,86.0805785124,305
0,237.7504,151.530325444,210.628257888,190.4656,246.470699433,155.788927336,209.263888889,200.92,158.76,280.625708885,306
0,139.601331361,188.104252401,102.717455621,183.255648038,111.045280612,173.78252551,149.145065398,74.5938888889,164.590561224,148.679012346,307
0,139.909023669,138.733459357,179.368421053,153.451247166,113.152354571,178.972318339,210.896193772,151.332179931,165.612476371,106.37654321,308
0,122.37716263,103.953360768,95.1426611797,73.12960761,91.049940547,105.684807256,86.4432397959,91.9464922711,59.3614744352,104.693239796,309
0,106.469444444,124.756111111,102.591666667,67.7655555556,95.4694444444,101.891666667,120.447222222,85.9583333333,114.289444444,98.5288888889,310
0,92.8694444444,122.616111111,96.5938888889,122.661111111,79.5538888889,115.964444444,130.007222222,104.240555556,110.211666667,106.212222222,311
0,117.320153061,123.769132653,102.612366231,103.188888889,103.200951249,72.3816884661,87.6396683673,143.978888889,162.580621302,145.173469388,312
