,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5"
0,14.0738765093,3.11435084781,10.2103194366,1.27677024283,5.81492631557,4.79683228808,3.64701994211,5.28552365949,0.995198803285,4.10121933088
0,8.82766190992,3.93312146322,2.04489470064,3.17897447802,4.51873932663,10.3630678865,6.58502572322,4.80459896507,5.41716521922,8.90793862768
0,7.13672320282,7.24036373342,12.1219383305,4.99513652355,11.9642580662,1.56186211469,5.45438897515,1.67599610432,3.52912485217,5.19583776529
0,4.73820904984,7.61373812686,5.5911843249,4.70784793717,0.795751188908,10.0764975299,7.93275733534,5.99018805558,5.73870874921,0.435325747707
0,5.6702404904,8.77902043028,8.1650128966,4.09320476638,9.28430668895,6.58302117576,2.27306493453,4.44101712855,5.82477009751,6.62238627686
0,3.58292553256,7.82883646996,9.03579657998,3.66138866335,6.12665224805,9.09478099364,4.3755411698,10.3965660205,9.56360179738,3.92882965771
0,13.0206503138,3.11496322093,12.5674679232,8.05688939596,4.74578435412,4.6050244299,9.60385714295,9.14421672642,5.69322751224,5.82049181771
0,6.26305788491,1.87296556295,2.74338584514,2.159106777,6.9179318161,0.985000935583,3.80696528667,0.822204602373,5.78979133246,4.5584673411
0,5.95548300122,2.70395800428,4.38406204336,4.24280436609,6.53677630369,3.36076214901,3.7167787726,5.89373490336,0.635303951752,6.29825813662
0,7.59504589994,5.35446335105,3.9836471285,1.77990324331,3.95281193864,5.54709633752,2.43612853155,7.22370018049,6.24555397418,2.49271159806
0,12.5440602787,2.32890280289,5.79537106391,5.79178057442,11.4332675134,2.59446955945,0.832993127835,4.36884440406,2.72005104473,6.55918359381
