,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5",subNum
0,60.1605029586,161.415289256,125.769970414,150.401920439,129.224826389,123.586538462,124.3104,170.861454047,91.2282986111,126.792060491,403
0,67.0096153846,50.2233727811,105.689981096,90.0659722222,70.9952,78.825443787,70.574704142,99.0510396975,96.4068047337,89.8944,404
0,85.0624,90.8827977316,73.0928819444,98.0249702735,69.6200378072,74.1792,77.8055555556,85.6447187929,69.7641723356,76.7707100592,405
0,129.393194707,132.758034026,101.640903686,97.5988520408,142.765495868,104.575413223,130.322485207,122.9739369,110.4032,168.990548204,406
0,45.5894444444,66.4320987654,72.5943877551,39.8380177515,60.134430727,45.5136741974,41.9948979592,45.9988888889,75.1747919144,46.9488888889,407
0,158.922222222,110.467300832,122.038461538,97.4814814815,197.996111111,159.8156956,112.959571938,134.222777778,173.143876338,137.116111111,409
0,70.7502972652,77.3788888889,82.0805555556,86.2805555556,66.338882283,84.9607609988,64.3507728894,48.9805555556,76.0005555556,51.0844233056,410
0,26.9972565158,32.4581618656,46.6448,33.8573388203,56.7328,49.672,33.2639714625,33.6406035665,36.4413265306,30.8545918367,411
0,55.853223594,78.2508917955,66.6027777778,73.4042806183,52.6063100137,84.0036982249,49.8941736029,58.3182441701,53.693877551,58.9774078478,412
0,50.6648199446,43.485,59.3076923077,110.615384615,85.0972222222,20.1644444444,62.3775,51.8266666667,35.5632716049,58.2525951557,413
