,"32,0","32,1","32,15","32,3","32,5","44,0","44,1","44,15","44,3","44,5",subNum
0,267.878698225,216.692729767,153.684171598,224.473372781,167.731770833,145.274348422,195.397146254,201.326474623,202.072,273.078993056,302
0,85.7570153061,84.9938888889,60.4993622449,74.3054846939,83.8858501784,77.0382653061,56.9327846365,107.045184304,68.4081632653,102.976,303
0,87.5944444444,133.254458977,137.149444444,102.913888889,179.685871056,120.450653983,102.445555556,104.586206897,118.136111111,110.469678954,304
0,101.86,93.8601134216,77.7465277778,76.8698060942,87.6748582231,106.153119093,74.8548752834,101.624142661,48.6712018141,86.0805785124,305
0,237.7504,151.530325444,210.628257888,190.4656,246.470699433,155.788927336,209.263888889,200.92,158.76,280.625708885,306
0,139.601331361,188.104252401,102.717455621,183.255648038,111.045280612,173.78252551,149.145065398,74.5938888889,164.590561224,148.679012346,307
0,139.909023669,138.733459357,179.368421053,153.451247166,113.152354571,178.972318339,210.896193772,151.332179931,165.612476371,106.37654321,308
0,122.37716263,103.953360768,95.1426611797,73.12960761,91.049940547,105.684807256,86.4432397959,91.9464922711,59.3614744352,104.693239796,309
0,106.469444444,127.789536266,91.4464285714,67.7655555556,104.696005917,101.891666667,104.506656805,85.9583333333,114.289444444,98.5288888889,310
0,90.8472222222,138.5328,84.0199652778,126.01035503,75.5744,114.615702479,142.509615385,103.769965278,115.313137755,95.640831758,311
0,121.28375,102.799382716,88.6621315193,101.269097222,103.007716049,74.9152,77.514739229,149.701388889,156.077504726,180.05375,312
