,poke,est,cond,std
0,18.0,-2.0,0,8.35761148036
1,16.0,-2.0,0,8.35761148036
2,17.0,-2.0,0,8.35761148036
3,15.0,-2.0,0,8.35761148036
4,-3.0,-2.0,0,8.35761148036
5,15.0,-2.0,0,8.35761148036
6,10.0,-2.0,0,8.35761148036
7,16.0,-2.0,0,8.35761148036
8,10.0,-2.0,0,8.35761148036
9,5.0,-2.0,0,8.35761148036
10,15.0,-2.0,0,8.35761148036
11,17.0,-2.0,0,8.35761148036
12,10.0,-2.0,0,8.35761148036
13,22.0,-2.0,0,8.35761148036
14,8.0,-2.0,0,8.35761148036
15,3.0,-2.0,0,8.35761148036
16,9.0,-2.0,0,8.35761148036
17,19.0,-2.0,0,8.35761148036
18,8.0,-2.0,0,8.35761148036
19,6.0,-2.0,0,8.35761148036
20,10.0,-2.0,0,8.35761148036
21,23.0,-2.0,0,8.35761148036
22,6.0,-2.0,0,8.35761148036
23,12.0,-2.0,0,8.35761148036
24,5.0,-2.0,0,8.35761148036
25,23.0,-2.0,0,8.35761148036
26,15.0,-2.0,0,8.35761148036
27,5.0,-2.0,0,8.35761148036
28,8.0,-2.0,0,8.35761148036
29,3.0,-2.0,0,8.35761148036
30,15.0,-2.0,0,8.35761148036
31,-3.0,-2.0,0,8.35761148036
32,19.0,-2.0,0,8.35761148036
33,10.0,-2.0,0,8.35761148036
34,24.0,-2.0,0,8.35761148036
35,5.0,-2.0,0,8.35761148036
36,14.0,-2.0,0,8.35761148036
37,27.0,-2.0,0,8.35761148036
38,30.0,-2.0,0,8.35761148036
39,7.0,-2.0,0,8.35761148036
40,-6.0,-2.0,0,8.35761148036
41,14.0,-2.0,0,8.35761148036
42,11.0,-2.0,0,8.35761148036
43,15.0,-2.0,0,8.35761148036
44,4.0,-2.0,0,8.35761148036
45,26.0,-2.0,0,8.35761148036
46,25.0,-2.0,0,8.35761148036
47,19.0,-2.0,0,8.35761148036
48,21.0,-2.0,0,8.35761148036
49,-0.0,-2.0,0,8.35761148036
50,8.0,-2.0,0,8.35761148036
51,9.0,-2.0,0,8.35761148036
52,21.0,-2.0,0,8.35761148036
53,12.0,-2.0,0,8.35761148036
54,14.0,-2.0,0,8.35761148036
55,-22.0,-2.0,0,8.35761148036
56,-5.0,-2.0,0,8.35761148036
57,3.0,-2.0,0,8.35761148036
58,-14.0,-0.5,0,8.35761148036
59,-10.0,-0.5,0,8.35761148036
60,3.0,-0.5,0,8.35761148036
61,0.0,-0.5,0,8.35761148036
62,-10.0,-0.5,0,8.35761148036
63,-9.0,-0.5,0,8.35761148036
64,10.0,-0.5,0,8.35761148036
65,20.0,-0.5,0,8.35761148036
66,-2.0,-0.5,0,8.35761148036
67,10.0,-0.5,0,8.35761148036
68,-11.0,-0.5,0,8.35761148036
69,-6.0,-0.5,0,8.35761148036
70,-11.0,-0.5,0,8.35761148036
71,-9.0,-0.5,0,8.35761148036
72,7.0,-0.5,0,8.35761148036
73,12.0,-0.5,0,8.35761148036
74,-3.0,-0.5,0,8.35761148036
75,0.0,-0.5,0,8.35761148036
76,-1.0,-0.5,0,8.35761148036
77,15.0,-0.5,0,8.35761148036
