,poke,est,cond,std
0,15.0,0.0157068062827,0,6.05004358198
1,7.0,0.0157068062827,0,6.05004358198
2,29.0,0.0157068062827,0,6.05004358198
3,21.0,0.0157068062827,0,6.05004358198
4,7.0,0.0157068062827,0,6.05004358198
5,11.0,0.0157068062827,0,6.05004358198
6,18.0,0.0157068062827,0,6.05004358198
7,17.0,0.0157068062827,0,6.05004358198
8,18.0,0.0157068062827,0,6.05004358198
9,17.0,0.0157068062827,0,6.05004358198
10,6.0,0.0157068062827,0,6.05004358198
11,13.0,0.0157068062827,0,6.05004358198
12,15.0,0.0157068062827,0,6.05004358198
13,25.0,0.0157068062827,0,6.05004358198
14,11.0,0.0157068062827,0,6.05004358198
15,12.0,0.0157068062827,0,6.05004358198
16,18.0,0.0157068062827,0,6.05004358198
17,21.0,0.0157068062827,0,6.05004358198
18,11.0,0.0157068062827,0,6.05004358198
19,14.0,0.0157068062827,0,6.05004358198
20,17.0,0.0157068062827,0,6.05004358198
21,16.0,0.0157068062827,0,6.05004358198
22,25.0,0.0157068062827,0,6.05004358198
23,13.0,0.0157068062827,0,6.05004358198
24,17.0,0.0157068062827,0,6.05004358198
25,23.0,0.0157068062827,0,6.05004358198
26,10.0,0.0157068062827,0,6.05004358198
27,12.0,0.0157068062827,0,6.05004358198
28,3.0,0.0157068062827,0,6.05004358198
29,5.0,0.0157068062827,0,6.05004358198
30,17.0,0.0157068062827,0,6.05004358198
31,5.0,0.0157068062827,0,6.05004358198
32,8.0,0.0157068062827,0,6.05004358198
33,11.0,0.0157068062827,0,6.05004358198
34,13.0,0.0157068062827,0,6.05004358198
35,17.0,0.0157068062827,0,6.05004358198
36,36.0,0.0157068062827,0,6.05004358198
37,13.0,0.0157068062827,0,6.05004358198
38,21.0,0.0157068062827,0,6.05004358198
39,17.0,0.0157068062827,0,6.05004358198
40,18.0,0.0157068062827,0,6.05004358198
41,8.0,0.0157068062827,0,6.05004358198
42,11.0,0.0157068062827,0,6.05004358198
43,8.0,0.0157068062827,0,6.05004358198
44,18.0,0.0157068062827,0,6.05004358198
45,22.0,0.0157068062827,0,6.05004358198
46,6.0,0.0157068062827,0,6.05004358198
47,12.0,0.0157068062827,0,6.05004358198
48,10.0,0.0157068062827,0,6.05004358198
49,15.0,0.0157068062827,0,6.05004358198
50,16.0,0.0157068062827,0,6.05004358198
51,17.0,0.0157068062827,0,6.05004358198
52,12.0,0.0157068062827,0,6.05004358198
53,16.0,0.0157068062827,0,6.05004358198
54,3.0,0.0157068062827,0,6.05004358198
55,18.0,0.0157068062827,0,6.05004358198
56,18.0,0.0157068062827,0,6.05004358198
57,-8.0,-0.198952879581,0,6.05004358198
58,0.0,-0.198952879581,0,6.05004358198
59,12.0,-0.198952879581,0,6.05004358198
60,-2.0,-0.198952879581,0,6.05004358198
61,-5.0,-0.198952879581,0,6.05004358198
62,0.0,-0.198952879581,0,6.05004358198
63,-10.0,-0.198952879581,0,6.05004358198
64,-14.0,-0.198952879581,0,6.05004358198
65,-7.0,-0.198952879581,0,6.05004358198
66,3.0,-0.198952879581,0,6.05004358198
67,-3.0,-0.198952879581,0,6.05004358198
68,1.0,-0.198952879581,0,6.05004358198
69,-10.0,-0.198952879581,0,6.05004358198
70,10.0,-0.198952879581,0,6.05004358198
71,-5.0,-0.198952879581,0,6.05004358198
72,-19.0,-0.198952879581,0,6.05004358198
73,-8.0,-0.198952879581,0,6.05004358198
74,-12.0,-0.198952879581,0,6.05004358198
75,2.0,-0.198952879581,0,6.05004358198
76,4.0,-0.198952879581,0,6.05004358198
77,-5.0,-0.198952879581,0,6.05004358198
78,-11.0,-0.198952879581,0,6.05004358198
79,3.0,-0.198952879581,0,6.05004358198
80,2.0,-0.198952879581,0,6.05004358198
81,-11.0,-0.198952879581,0,6.05004358198
82,7.0,-0.198952879581,0,6.05004358198
83,5.0,-0.198952879581,0,6.05004358198
84,-10.0,-0.198952879581,0,6.05004358198
85,-8.0,-0.198952879581,0,6.05004358198
86,-12.0,-0.198952879581,0,6.05004358198
87,-11.0,-0.198952879581,0,6.05004358198
88,7.0,-0.198952879581,0,6.05004358198
89,-2.0,-0.198952879581,0,6.05004358198
90,-2.0,-0.198952879581,0,6.05004358198
91,-12.0,-0.198952879581,0,6.05004358198
92,-8.0,-0.198952879581,0,6.05004358198
93,-10.0,-0.198952879581,0,6.05004358198
94,4.0,-0.198952879581,0,6.05004358198
95,-6.0,-0.198952879581,0,6.05004358198
96,-7.0,-0.198952879581,0,6.05004358198
97,-2.0,-0.198952879581,0,6.05004358198
98,-10.0,-0.198952879581,0,6.05004358198
99,-20.0,-0.198952879581,0,6.05004358198
100,-6.0,-0.198952879581,0,6.05004358198
101,-12.0,-0.198952879581,0,6.05004358198
102,-10.0,-0.198952879581,0,6.05004358198
103,-2.0,-0.198952879581,0,6.05004358198
104,-13.0,-0.198952879581,0,6.05004358198
105,-14.0,-0.198952879581,0,6.05004358198
106,6.0,-0.198952879581,0,6.05004358198
107,-17.0,-0.198952879581,0,6.05004358198
108,-1.0,-0.198952879581,0,6.05004358198
109,-8.0,-0.198952879581,0,6.05004358198
110,4.0,-0.198952879581,0,6.05004358198
111,-3.0,-0.198952879581,0,6.05004358198
112,-2.0,-0.198952879581,0,6.05004358198
113,-9.0,-0.198952879581,0,6.05004358198
114,9.0,16.0,2,6.05004358198
115,10.0,16.0,2,6.05004358198
116,35.0,16.0,2,6.05004358198
117,21.0,16.0,2,6.05004358198
118,20.0,16.0,2,6.05004358198
119,22.0,16.0,2,6.05004358198
120,13.0,16.0,2,6.05004358198
121,17.0,16.0,2,6.05004358198
122,14.0,16.0,2,6.05004358198
123,1.0,16.0,2,6.05004358198
124,18.0,16.0,2,6.05004358198
125,18.0,16.0,2,6.05004358198
126,22.0,16.0,2,6.05004358198
127,12.0,16.0,2,6.05004358198
128,17.0,16.0,2,6.05004358198
129,16.0,16.0,2,6.05004358198
130,16.0,16.0,2,6.05004358198
131,12.0,16.0,2,6.05004358198
132,18.0,16.0,2,6.05004358198
133,13.0,16.0,2,6.05004358198
134,8.0,16.0,2,6.05004358198
135,23.0,16.0,2,6.05004358198
136,6.0,16.0,2,6.05004358198
137,32.0,16.0,2,6.05004358198
138,14.0,16.0,2,6.05004358198
139,9.0,16.0,2,6.05004358198
140,5.0,16.0,2,6.05004358198
141,27.0,16.0,2,6.05004358198
142,7.0,16.0,2,6.05004358198
143,11.0,16.0,2,6.05004358198
144,12.0,16.0,2,6.05004358198
145,-1.0,16.0,2,6.05004358198
146,10.0,16.0,2,6.05004358198
147,12.0,16.0,2,6.05004358198
148,13.0,16.0,2,6.05004358198
149,22.0,16.0,2,6.05004358198
150,23.0,16.0,2,6.05004358198
151,10.0,16.0,2,6.05004358198
152,15.0,16.0,2,6.05004358198
153,-3.0,16.0,2,6.05004358198
154,15.0,16.0,2,6.05004358198
155,22.0,16.0,2,6.05004358198
156,7.0,16.0,2,6.05004358198
157,3.0,16.0,2,6.05004358198
158,10.0,16.0,2,6.05004358198
159,5.0,16.0,2,6.05004358198
160,10.0,16.0,2,6.05004358198
161,20.0,16.0,2,6.05004358198
162,6.0,16.0,2,6.05004358198
163,12.0,16.0,2,6.05004358198
164,13.0,16.0,2,6.05004358198
165,9.0,16.0,2,6.05004358198
166,20.0,16.0,2,6.05004358198
167,14.0,16.0,2,6.05004358198
168,18.0,16.0,2,6.05004358198
169,19.0,16.0,2,6.05004358198
170,17.0,16.0,2,6.05004358198
171,7.0,16.0,2,6.05004358198
172,17.0,16.0,2,6.05004358198
173,1.0,2.0,2,6.05004358198
174,0.0,2.0,2,6.05004358198
175,7.0,2.0,2,6.05004358198
176,10.0,2.0,2,6.05004358198
177,-2.0,2.0,2,6.05004358198
178,0.0,2.0,2,6.05004358198
179,-6.0,2.0,2,6.05004358198
180,-11.0,2.0,2,6.05004358198
181,5.0,2.0,2,6.05004358198
182,-7.0,2.0,2,6.05004358198
183,-2.0,2.0,2,6.05004358198
184,-15.0,2.0,2,6.05004358198
185,3.0,2.0,2,6.05004358198
186,-1.0,2.0,2,6.05004358198
187,-3.0,2.0,2,6.05004358198
188,-11.0,2.0,2,6.05004358198
189,-13.0,2.0,2,6.05004358198
190,8.0,2.0,2,6.05004358198
191,4.0,2.0,2,6.05004358198
192,-8.0,2.0,2,6.05004358198
193,-13.0,2.0,2,6.05004358198
194,-5.0,2.0,2,6.05004358198
195,-12.0,2.0,2,6.05004358198
196,-1.0,2.0,2,6.05004358198
197,-4.0,2.0,2,6.05004358198
198,-5.0,2.0,2,6.05004358198
199,2.0,2.0,2,6.05004358198
200,-6.0,2.0,2,6.05004358198
201,-15.0,2.0,2,6.05004358198
202,-18.0,2.0,2,6.05004358198
203,-15.0,2.0,2,6.05004358198
204,-11.0,2.0,2,6.05004358198
205,-23.0,2.0,2,6.05004358198
206,-18.0,2.0,2,6.05004358198
207,5.0,2.0,2,6.05004358198
208,-3.0,2.0,2,6.05004358198
209,-3.0,2.0,2,6.05004358198
210,-18.0,2.0,2,6.05004358198
211,5.0,2.0,2,6.05004358198
212,-5.0,2.0,2,6.05004358198
213,-4.0,2.0,2,6.05004358198
214,-9.0,2.0,2,6.05004358198
215,4.0,2.0,2,6.05004358198
216,-3.0,2.0,2,6.05004358198
217,-14.0,2.0,2,6.05004358198
218,-25.0,2.0,2,6.05004358198
219,3.0,2.0,2,6.05004358198
220,1.0,2.0,2,6.05004358198
221,-2.0,2.0,2,6.05004358198
222,-23.0,2.0,2,6.05004358198
223,-3.0,2.0,2,6.05004358198
224,10.0,2.0,2,6.05004358198
225,-5.0,2.0,2,6.05004358198
226,6.0,2.0,2,6.05004358198
227,-9.0,2.0,2,6.05004358198
228,-4.0,2.0,2,6.05004358198
229,-20.0,2.0,2,6.05004358198
230,1.0,2.0,2,6.05004358198
231,-17.0,2.0,2,6.05004358198
232,19.0,18.0,4,6.05004358198
233,15.0,18.0,4,6.05004358198
234,18.0,18.0,4,6.05004358198
235,13.0,18.0,4,6.05004358198
236,13.0,18.0,4,6.05004358198
237,15.0,18.0,4,6.05004358198
238,24.0,18.0,4,6.05004358198
239,9.0,18.0,4,6.05004358198
240,7.0,18.0,4,6.05004358198
241,12.0,18.0,4,6.05004358198
242,2.0,18.0,4,6.05004358198
243,25.0,18.0,4,6.05004358198
244,9.0,18.0,4,6.05004358198
245,12.0,18.0,4,6.05004358198
246,12.0,18.0,4,6.05004358198
247,16.0,18.0,4,6.05004358198
248,4.0,18.0,4,6.05004358198
249,12.0,18.0,4,6.05004358198
250,12.0,18.0,4,6.05004358198
251,24.0,18.0,4,6.05004358198
252,15.0,18.0,4,6.05004358198
253,17.0,18.0,4,6.05004358198
254,12.0,18.0,4,6.05004358198
255,16.0,18.0,4,6.05004358198
256,20.0,18.0,4,6.05004358198
257,24.0,18.0,4,6.05004358198
258,14.0,18.0,4,6.05004358198
259,17.0,18.0,4,6.05004358198
260,18.0,18.0,4,6.05004358198
261,17.0,18.0,4,6.05004358198
262,12.0,18.0,4,6.05004358198
263,-4.0,18.0,4,6.05004358198
264,12.0,18.0,4,6.05004358198
265,20.0,18.0,4,6.05004358198
266,3.0,18.0,4,6.05004358198
267,7.0,18.0,4,6.05004358198
268,14.0,18.0,4,6.05004358198
269,12.0,18.0,4,6.05004358198
270,29.0,18.0,4,6.05004358198
271,18.0,18.0,4,6.05004358198
272,22.0,18.0,4,6.05004358198
273,-4.0,18.0,4,6.05004358198
274,18.0,18.0,4,6.05004358198
275,15.0,18.0,4,6.05004358198
276,7.0,18.0,4,6.05004358198
277,23.0,18.0,4,6.05004358198
278,18.0,18.0,4,6.05004358198
279,18.0,18.0,4,6.05004358198
280,19.0,18.0,4,6.05004358198
281,10.0,18.0,4,6.05004358198
282,7.0,18.0,4,6.05004358198
283,18.0,18.0,4,6.05004358198
284,2.0,18.0,4,6.05004358198
285,13.0,18.0,4,6.05004358198
286,17.0,18.0,4,6.05004358198
287,14.0,18.0,4,6.05004358198
288,13.0,18.0,4,6.05004358198
289,13.0,18.0,4,6.05004358198
290,5.0,2.0,4,6.05004358198
291,-11.0,2.0,4,6.05004358198
292,-9.0,2.0,4,6.05004358198
293,13.0,2.0,4,6.05004358198
294,-17.0,2.0,4,6.05004358198
295,2.0,2.0,4,6.05004358198
296,-3.0,2.0,4,6.05004358198
297,-10.0,2.0,4,6.05004358198
298,-15.0,2.0,4,6.05004358198
299,2.0,2.0,4,6.05004358198
300,-1.0,2.0,4,6.05004358198
301,-6.0,2.0,4,6.05004358198
302,14.0,2.0,4,6.05004358198
303,-1.0,2.0,4,6.05004358198
304,-1.0,2.0,4,6.05004358198
305,-8.0,2.0,4,6.05004358198
306,4.0,2.0,4,6.05004358198
307,3.0,2.0,4,6.05004358198
308,3.0,2.0,4,6.05004358198
309,-2.0,2.0,4,6.05004358198
310,-2.0,2.0,4,6.05004358198
311,12.0,2.0,4,6.05004358198
312,-9.0,2.0,4,6.05004358198
313,-12.0,2.0,4,6.05004358198
314,-3.0,2.0,4,6.05004358198
315,-12.0,2.0,4,6.05004358198
316,-5.0,2.0,4,6.05004358198
317,-10.0,2.0,4,6.05004358198
318,6.0,2.0,4,6.05004358198
319,1.0,2.0,4,6.05004358198
320,-7.0,2.0,4,6.05004358198
321,-7.0,2.0,4,6.05004358198
322,1.0,2.0,4,6.05004358198
323,-8.0,2.0,4,6.05004358198
324,-6.0,2.0,4,6.05004358198
325,-1.0,2.0,4,6.05004358198
326,-9.0,2.0,4,6.05004358198
327,-7.0,2.0,4,6.05004358198
328,-14.0,2.0,4,6.05004358198
329,4.0,2.0,4,6.05004358198
330,-9.0,2.0,4,6.05004358198
331,-17.0,2.0,4,6.05004358198
332,-18.0,2.0,4,6.05004358198
333,-3.0,2.0,4,6.05004358198
