,poke,est,cond,std
0,-2.0,0.0,0,13.4010852644
1,22.0,0.0,0,13.4010852644
2,7.0,0.0,0,13.4010852644
3,10.0,0.0,0,13.4010852644
4,12.0,0.0,0,13.4010852644
5,-5.0,0.0,0,13.4010852644
6,15.0,0.0,0,13.4010852644
7,13.0,0.0,0,13.4010852644
8,20.0,0.0,0,13.4010852644
9,21.0,0.0,0,13.4010852644
10,10.0,0.0,0,13.4010852644
11,19.0,0.0,0,13.4010852644
12,18.0,0.0,0,13.4010852644
13,22.0,0.0,0,13.4010852644
14,1.0,0.0,0,13.4010852644
15,-1.0,0.0,0,13.4010852644
16,25.0,0.0,0,13.4010852644
17,-7.0,0.0,0,13.4010852644
18,21.0,0.0,0,13.4010852644
19,20.0,0.0,0,13.4010852644
20,12.0,0.0,0,13.4010852644
21,-10.0,0.0,0,13.4010852644
22,28.0,0.0,0,13.4010852644
23,20.0,0.0,0,13.4010852644
24,-6.0,0.0,0,13.4010852644
25,-1.0,0.0,0,13.4010852644
26,18.0,0.0,0,13.4010852644
27,14.0,0.0,0,13.4010852644
28,41.0,0.0,0,13.4010852644
29,-9.0,0.0,0,13.4010852644
30,12.0,0.0,0,13.4010852644
31,30.0,0.0,0,13.4010852644
32,17.0,0.0,0,13.4010852644
33,22.0,0.0,0,13.4010852644
34,3.0,0.0,0,13.4010852644
35,0.0,0.0,0,13.4010852644
36,5.0,0.0,0,13.4010852644
37,-24.0,0.0,0,13.4010852644
38,16.0,0.0,0,13.4010852644
39,3.0,0.0,0,13.4010852644
40,6.0,0.0,0,13.4010852644
41,12.0,0.0,0,13.4010852644
42,18.0,0.0,0,13.4010852644
43,4.0,0.0,0,13.4010852644
44,10.0,0.0,0,13.4010852644
45,17.0,0.0,0,13.4010852644
46,18.0,0.0,0,13.4010852644
47,7.0,0.0,0,13.4010852644
48,20.0,0.0,0,13.4010852644
49,16.0,1.0,0,13.4010852644
50,16.0,1.0,0,13.4010852644
51,5.0,1.0,0,13.4010852644
52,7.0,1.0,0,13.4010852644
53,3.0,1.0,0,13.4010852644
54,-23.0,1.0,0,13.4010852644
55,17.0,1.0,0,13.4010852644
56,14.0,1.0,0,13.4010852644
57,2.0,1.0,0,13.4010852644
58,6.0,1.0,0,13.4010852644
59,-10.0,1.0,0,13.4010852644
60,21.0,1.0,0,13.4010852644
61,14.0,1.0,0,13.4010852644
62,-7.0,1.0,0,13.4010852644
63,-2.0,1.0,0,13.4010852644
64,11.0,1.0,0,13.4010852644
65,-7.0,1.0,0,13.4010852644
66,-5.0,1.0,0,13.4010852644
67,16.0,1.0,0,13.4010852644
68,-2.0,1.0,0,13.4010852644
69,-4.0,1.0,0,13.4010852644
