,poke,est,cond,std
0,30.0,1.0,0,10.0822224958
1,19.0,1.0,0,10.0822224958
2,23.0,1.0,0,10.0822224958
3,27.0,1.0,0,10.0822224958
4,9.0,1.0,0,10.0822224958
5,14.0,1.0,0,10.0822224958
6,14.0,1.0,0,10.0822224958
7,5.0,1.0,0,10.0822224958
8,27.0,1.0,0,10.0822224958
9,4.0,1.0,0,10.0822224958
10,16.0,1.0,0,10.0822224958
11,15.0,1.0,0,10.0822224958
12,4.0,1.0,0,10.0822224958
13,18.0,1.0,0,10.0822224958
14,18.0,1.0,0,10.0822224958
15,6.0,1.0,0,10.0822224958
16,31.0,1.0,0,10.0822224958
17,30.0,1.0,0,10.0822224958
18,0.0,1.0,0,10.0822224958
19,40.0,1.0,0,10.0822224958
20,14.0,1.0,0,10.0822224958
21,16.0,1.0,0,10.0822224958
22,4.0,1.0,0,10.0822224958
23,11.0,1.0,0,10.0822224958
24,17.0,1.0,0,10.0822224958
25,5.0,1.0,0,10.0822224958
26,20.0,1.0,0,10.0822224958
27,-19.0,1.0,0,10.0822224958
28,-6.0,1.0,0,10.0822224958
29,-18.0,1.0,0,10.0822224958
30,3.0,1.0,0,10.0822224958
31,6.0,1.0,0,10.0822224958
32,34.0,1.0,0,10.0822224958
33,-13.0,1.0,0,10.0822224958
34,2.0,1.0,0,10.0822224958
35,11.0,1.0,0,10.0822224958
36,6.0,1.0,0,10.0822224958
37,12.0,1.0,0,10.0822224958
38,-9.0,1.0,0,10.0822224958
39,-6.0,1.0,0,10.0822224958
40,-21.0,1.0,0,10.0822224958
41,14.0,1.0,0,10.0822224958
42,-8.0,1.0,0,10.0822224958
43,-9.0,1.0,0,10.0822224958
44,-3.0,1.0,0,10.0822224958
45,-1.0,1.0,0,10.0822224958
46,2.0,1.0,0,10.0822224958
47,15.0,1.0,0,10.0822224958
48,-9.0,1.0,0,10.0822224958
49,-8.0,1.0,0,10.0822224958
50,9.0,1.0,0,10.0822224958
51,-8.0,1.0,0,10.0822224958
52,1.0,1.0,0,10.0822224958
53,13.0,1.0,0,10.0822224958
54,23.0,1.0,0,10.0822224958
55,15.0,1.0,0,10.0822224958
56,-1.0,1.0,0,10.0822224958
57,3.0,1.0,0,10.0822224958
58,13.0,1.0,0,10.0822224958
59,5.0,1.0,0,10.0822224958
60,-4.0,1.0,0,10.0822224958
61,10.0,1.0,0,10.0822224958
62,19.0,1.0,0,10.0822224958
63,-3.0,1.0,0,10.0822224958
64,18.0,1.0,0,10.0822224958
65,12.0,1.0,0,10.0822224958
66,28.0,1.0,0,10.0822224958
67,36.0,1.0,0,10.0822224958
68,-10.0,1.0,0,10.0822224958
69,21.0,1.0,0,10.0822224958
70,11.0,1.0,0,10.0822224958
71,13.0,1.0,0,10.0822224958
72,1.0,1.0,0,10.0822224958
73,16.0,1.0,0,10.0822224958
74,5.0,1.0,0,10.0822224958
75,-6.0,1.0,0,10.0822224958
76,1.0,1.0,0,10.0822224958
77,10.0,1.0,0,10.0822224958
78,16.0,1.0,0,10.0822224958
79,6.0,1.0,0,10.0822224958
80,-3.0,1.0,0,10.0822224958
81,-1.0,1.0,0,10.0822224958
82,14.0,1.0,0,10.0822224958
83,13.0,1.0,0,10.0822224958
84,7.0,1.0,0,10.0822224958
85,0.0,1.0,0,10.0822224958
86,25.0,1.0,0,10.0822224958
87,25.0,1.0,0,10.0822224958
88,-6.0,1.0,0,10.0822224958
89,-2.0,1.0,0,10.0822224958
90,23.0,1.0,0,10.0822224958
91,-7.0,1.0,0,10.0822224958
92,8.0,1.0,0,10.0822224958
93,-7.0,1.0,0,10.0822224958
94,13.0,1.0,0,10.0822224958
95,17.0,1.0,0,10.0822224958
96,8.0,1.0,0,10.0822224958
97,-13.0,1.0,0,10.0822224958
98,-22.0,1.0,0,10.0822224958
99,8.0,1.0,0,10.0822224958
100,-7.0,1.0,0,10.0822224958
101,-1.0,1.0,0,10.0822224958
102,-8.0,1.0,0,10.0822224958
103,14.0,1.0,0,10.0822224958
104,16.0,1.0,0,10.0822224958
105,12.0,1.0,0,10.0822224958
106,-20.0,1.0,0,10.0822224958
107,15.0,1.0,0,10.0822224958
108,-9.0,1.0,0,10.0822224958
109,19.0,1.0,0,10.0822224958
110,-10.0,1.0,0,10.0822224958
111,-1.0,1.0,0,10.0822224958
112,0.0,1.0,0,10.0822224958
113,-2.0,1.0,0,10.0822224958
114,-10.0,1.0,0,10.0822224958
115,18.0,1.0,0,10.0822224958
116,-3.0,15.0,2,10.0822224958
117,25.0,15.0,2,10.0822224958
118,8.0,15.0,2,10.0822224958
119,21.0,15.0,2,10.0822224958
120,8.0,15.0,2,10.0822224958
121,6.0,15.0,2,10.0822224958
122,5.0,15.0,2,10.0822224958
123,3.0,15.0,2,10.0822224958
124,24.0,15.0,2,10.0822224958
125,20.0,15.0,2,10.0822224958
126,19.0,15.0,2,10.0822224958
127,11.0,15.0,2,10.0822224958
128,21.0,15.0,2,10.0822224958
129,14.0,15.0,2,10.0822224958
130,9.0,15.0,2,10.0822224958
131,-0.0,15.0,2,10.0822224958
132,21.0,15.0,2,10.0822224958
133,16.0,15.0,2,10.0822224958
134,7.0,15.0,2,10.0822224958
135,4.0,15.0,2,10.0822224958
136,-9.0,15.0,2,10.0822224958
137,32.0,15.0,2,10.0822224958
138,6.0,15.0,2,10.0822224958
139,16.0,15.0,2,10.0822224958
140,10.0,15.0,2,10.0822224958
141,2.0,15.0,2,10.0822224958
142,6.0,15.0,2,10.0822224958
143,18.0,15.0,2,10.0822224958
144,-6.0,15.0,2,10.0822224958
145,7.0,15.0,2,10.0822224958
146,15.0,15.0,2,10.0822224958
147,18.0,15.0,2,10.0822224958
148,18.0,15.0,2,10.0822224958
149,0.0,15.0,2,10.0822224958
150,13.0,15.0,2,10.0822224958
151,10.0,15.0,2,10.0822224958
152,13.0,15.0,2,10.0822224958
153,8.0,15.0,2,10.0822224958
154,11.0,15.0,2,10.0822224958
155,9.0,15.0,2,10.0822224958
156,17.0,15.0,2,10.0822224958
157,-3.0,15.0,2,10.0822224958
158,-5.0,15.0,2,10.0822224958
159,20.0,15.0,2,10.0822224958
160,36.0,15.0,2,10.0822224958
161,12.0,15.0,2,10.0822224958
162,23.0,15.0,2,10.0822224958
163,19.0,15.0,2,10.0822224958
164,3.0,15.0,2,10.0822224958
165,15.0,15.0,2,10.0822224958
166,29.0,15.0,2,10.0822224958
167,13.0,15.0,2,10.0822224958
168,15.0,15.0,2,10.0822224958
169,18.0,15.0,2,10.0822224958
170,15.0,15.0,2,10.0822224958
171,3.0,15.0,2,10.0822224958
172,3.0,15.0,2,10.0822224958
173,-9.0,-2.0,2,10.0822224958
174,-10.0,-2.0,2,10.0822224958
175,11.0,-2.0,2,10.0822224958
176,14.0,-2.0,2,10.0822224958
177,13.0,-2.0,2,10.0822224958
178,8.0,-2.0,2,10.0822224958
179,9.0,-2.0,2,10.0822224958
180,19.0,-2.0,2,10.0822224958
181,3.0,-2.0,2,10.0822224958
182,30.0,-2.0,2,10.0822224958
183,4.0,-2.0,2,10.0822224958
184,6.0,-2.0,2,10.0822224958
185,-9.0,-2.0,2,10.0822224958
186,5.0,-2.0,2,10.0822224958
187,-12.0,-2.0,2,10.0822224958
188,-3.0,-2.0,2,10.0822224958
189,-4.0,-2.0,2,10.0822224958
190,4.0,-2.0,2,10.0822224958
191,20.0,-2.0,2,10.0822224958
192,13.0,-2.0,2,10.0822224958
193,-12.0,-2.0,2,10.0822224958
194,-6.0,-2.0,2,10.0822224958
195,7.0,-2.0,2,10.0822224958
196,7.0,-2.0,2,10.0822224958
197,-18.0,-2.0,2,10.0822224958
198,-8.0,-2.0,2,10.0822224958
199,8.0,-2.0,2,10.0822224958
200,5.0,-2.0,2,10.0822224958
201,5.0,-2.0,2,10.0822224958
202,-3.0,-2.0,2,10.0822224958
203,35.0,-2.0,2,10.0822224958
204,-8.0,-2.0,2,10.0822224958
205,2.0,-2.0,2,10.0822224958
206,-9.0,-2.0,2,10.0822224958
207,28.0,-2.0,2,10.0822224958
208,8.0,-2.0,2,10.0822224958
209,19.0,-2.0,2,10.0822224958
210,-6.0,-2.0,2,10.0822224958
211,26.0,-2.0,2,10.0822224958
212,0.0,-2.0,2,10.0822224958
213,10.0,-2.0,2,10.0822224958
214,1.0,-2.0,2,10.0822224958
215,4.0,-2.0,2,10.0822224958
216,10.0,-2.0,2,10.0822224958
217,6.0,-2.0,2,10.0822224958
218,28.0,-2.0,2,10.0822224958
219,28.0,-2.0,2,10.0822224958
220,0.0,-2.0,2,10.0822224958
221,7.0,-2.0,2,10.0822224958
222,-6.0,-2.0,2,10.0822224958
223,-4.0,-2.0,2,10.0822224958
224,-2.0,-2.0,2,10.0822224958
225,-1.0,-2.0,2,10.0822224958
226,-10.0,-2.0,2,10.0822224958
227,8.0,-2.0,2,10.0822224958
228,-1.0,-2.0,2,10.0822224958
229,12.0,-2.0,2,10.0822224958
230,4.0,19.0,4,10.0822224958
231,15.0,19.0,4,10.0822224958
232,13.0,19.0,4,10.0822224958
233,-4.0,19.0,4,10.0822224958
234,12.0,19.0,4,10.0822224958
235,27.0,19.0,4,10.0822224958
236,18.0,19.0,4,10.0822224958
237,11.0,19.0,4,10.0822224958
238,10.0,19.0,4,10.0822224958
239,22.0,19.0,4,10.0822224958
240,21.0,19.0,4,10.0822224958
241,13.0,19.0,4,10.0822224958
242,17.0,19.0,4,10.0822224958
243,16.0,19.0,4,10.0822224958
244,24.0,19.0,4,10.0822224958
245,14.0,19.0,4,10.0822224958
246,30.0,19.0,4,10.0822224958
247,16.0,19.0,4,10.0822224958
248,28.0,19.0,4,10.0822224958
249,5.0,19.0,4,10.0822224958
250,29.0,19.0,4,10.0822224958
251,19.0,19.0,4,10.0822224958
252,18.0,19.0,4,10.0822224958
253,5.0,19.0,4,10.0822224958
254,6.0,19.0,4,10.0822224958
255,19.0,19.0,4,10.0822224958
256,30.0,19.0,4,10.0822224958
257,18.0,19.0,4,10.0822224958
258,19.0,19.0,4,10.0822224958
259,17.0,19.0,4,10.0822224958
260,17.0,19.0,4,10.0822224958
261,12.0,19.0,4,10.0822224958
262,11.0,19.0,4,10.0822224958
263,21.0,19.0,4,10.0822224958
264,4.0,19.0,4,10.0822224958
265,15.0,19.0,4,10.0822224958
266,17.0,19.0,4,10.0822224958
267,8.0,19.0,4,10.0822224958
268,12.0,19.0,4,10.0822224958
269,22.0,19.0,4,10.0822224958
270,17.0,19.0,4,10.0822224958
271,1.0,19.0,4,10.0822224958
272,2.0,19.0,4,10.0822224958
273,5.0,19.0,4,10.0822224958
274,7.0,19.0,4,10.0822224958
275,20.0,19.0,4,10.0822224958
276,11.0,19.0,4,10.0822224958
277,5.0,19.0,4,10.0822224958
278,5.0,19.0,4,10.0822224958
279,15.0,19.0,4,10.0822224958
280,4.0,19.0,4,10.0822224958
281,2.0,19.0,4,10.0822224958
282,20.0,19.0,4,10.0822224958
283,13.0,19.0,4,10.0822224958
284,23.0,19.0,4,10.0822224958
285,13.0,19.0,4,10.0822224958
286,5.0,19.0,4,10.0822224958
287,-1.0,0.0,4,10.0822224958
288,-6.0,0.0,4,10.0822224958
289,17.0,0.0,4,10.0822224958
290,1.0,0.0,4,10.0822224958
291,4.0,0.0,4,10.0822224958
292,4.0,0.0,4,10.0822224958
293,8.0,0.0,4,10.0822224958
294,21.0,0.0,4,10.0822224958
295,-2.0,0.0,4,10.0822224958
296,25.0,0.0,4,10.0822224958
297,12.0,0.0,4,10.0822224958
298,12.0,0.0,4,10.0822224958
299,13.0,0.0,4,10.0822224958
300,-3.0,0.0,4,10.0822224958
301,11.0,0.0,4,10.0822224958
302,1.0,0.0,4,10.0822224958
303,0.0,0.0,4,10.0822224958
304,5.0,0.0,4,10.0822224958
305,-4.0,0.0,4,10.0822224958
306,-16.0,0.0,4,10.0822224958
307,3.0,0.0,4,10.0822224958
308,17.0,0.0,4,10.0822224958
309,8.0,0.0,4,10.0822224958
310,13.0,0.0,4,10.0822224958
311,13.0,0.0,4,10.0822224958
312,-13.0,0.0,4,10.0822224958
313,10.0,0.0,4,10.0822224958
314,-7.0,0.0,4,10.0822224958
315,-2.0,0.0,4,10.0822224958
316,-10.0,0.0,4,10.0822224958
317,11.0,0.0,4,10.0822224958
318,3.0,0.0,4,10.0822224958
319,11.0,0.0,4,10.0822224958
320,-9.0,0.0,4,10.0822224958
321,-2.0,0.0,4,10.0822224958
322,2.0,0.0,4,10.0822224958
323,-11.0,0.0,4,10.0822224958
324,1.0,0.0,4,10.0822224958
325,5.0,0.0,4,10.0822224958
326,7.0,0.0,4,10.0822224958
327,15.0,0.0,4,10.0822224958
328,13.0,0.0,4,10.0822224958
329,-5.0,0.0,4,10.0822224958
330,4.0,0.0,4,10.0822224958
331,9.0,0.0,4,10.0822224958
332,8.0,0.0,4,10.0822224958
333,-8.0,0.0,4,10.0822224958
334,-3.0,0.0,4,10.0822224958
335,3.0,0.0,4,10.0822224958
336,15.0,0.0,4,10.0822224958
337,22.0,0.0,4,10.0822224958
338,19.0,0.0,4,10.0822224958
339,34.0,0.0,4,10.0822224958
340,-6.0,0.0,4,10.0822224958
341,30.0,0.0,4,10.0822224958
342,4.0,0.0,4,10.0822224958
343,3.0,0.0,4,10.0822224958
344,5.0,7.0,6,10.0822224958
345,31.0,7.0,6,10.0822224958
346,16.0,7.0,6,10.0822224958
347,4.0,7.0,6,10.0822224958
348,5.0,7.0,6,10.0822224958
349,21.0,7.0,6,10.0822224958
350,15.0,7.0,6,10.0822224958
351,4.0,7.0,6,10.0822224958
352,27.0,7.0,6,10.0822224958
353,30.0,7.0,6,10.0822224958
354,29.0,7.0,6,10.0822224958
355,-3.0,7.0,6,10.0822224958
356,9.0,7.0,6,10.0822224958
357,4.0,7.0,6,10.0822224958
358,22.0,7.0,6,10.0822224958
359,-13.0,7.0,6,10.0822224958
360,19.0,7.0,6,10.0822224958
361,13.0,7.0,6,10.0822224958
362,15.0,7.0,6,10.0822224958
363,-9.0,7.0,6,10.0822224958
364,26.0,7.0,6,10.0822224958
365,24.0,7.0,6,10.0822224958
366,9.0,7.0,6,10.0822224958
367,27.0,7.0,6,10.0822224958
368,17.0,7.0,6,10.0822224958
369,17.0,7.0,6,10.0822224958
370,15.0,7.0,6,10.0822224958
371,11.0,7.0,6,10.0822224958
372,10.0,7.0,6,10.0822224958
373,14.0,7.0,6,10.0822224958
374,34.0,7.0,6,10.0822224958
375,29.0,7.0,6,10.0822224958
376,26.0,7.0,6,10.0822224958
377,22.0,7.0,6,10.0822224958
378,15.0,7.0,6,10.0822224958
379,1.0,7.0,6,10.0822224958
380,37.0,7.0,6,10.0822224958
381,19.0,7.0,6,10.0822224958
382,6.0,7.0,6,10.0822224958
383,25.0,7.0,6,10.0822224958
384,5.0,7.0,6,10.0822224958
385,8.0,7.0,6,10.0822224958
386,25.0,7.0,6,10.0822224958
387,38.0,7.0,6,10.0822224958
388,16.0,7.0,6,10.0822224958
389,27.0,7.0,6,10.0822224958
390,12.0,7.0,6,10.0822224958
391,20.0,7.0,6,10.0822224958
392,3.0,7.0,6,10.0822224958
393,15.0,7.0,6,10.0822224958
394,21.0,7.0,6,10.0822224958
395,16.0,7.0,6,10.0822224958
396,19.0,7.0,6,10.0822224958
397,13.0,7.0,6,10.0822224958
398,13.0,7.0,6,10.0822224958
399,19.0,7.0,6,10.0822224958
400,19.0,7.0,6,10.0822224958
401,28.0,7.0,6,10.0822224958
402,32.0,7.0,6,10.0822224958
403,14.0,7.0,6,10.0822224958
404,8.0,1.0,6,10.0822224958
405,23.0,1.0,6,10.0822224958
406,11.0,1.0,6,10.0822224958
407,-1.0,1.0,6,10.0822224958
408,2.0,1.0,6,10.0822224958
409,-7.0,1.0,6,10.0822224958
410,12.0,1.0,6,10.0822224958
411,10.0,1.0,6,10.0822224958
412,8.0,1.0,6,10.0822224958
413,4.0,1.0,6,10.0822224958
414,-3.0,1.0,6,10.0822224958
415,-6.0,1.0,6,10.0822224958
416,13.0,1.0,6,10.0822224958
417,4.0,1.0,6,10.0822224958
418,7.0,1.0,6,10.0822224958
419,-10.0,1.0,6,10.0822224958
420,-17.0,1.0,6,10.0822224958
421,9.0,1.0,6,10.0822224958
422,-3.0,1.0,6,10.0822224958
423,-22.0,1.0,6,10.0822224958
424,13.0,1.0,6,10.0822224958
425,-12.0,1.0,6,10.0822224958
426,1.0,1.0,6,10.0822224958
427,1.0,1.0,6,10.0822224958
428,11.0,1.0,6,10.0822224958
429,12.0,1.0,6,10.0822224958
430,6.0,1.0,6,10.0822224958
431,16.0,1.0,6,10.0822224958
432,7.0,1.0,6,10.0822224958
433,11.0,1.0,6,10.0822224958
434,-7.0,1.0,6,10.0822224958
435,-10.0,1.0,6,10.0822224958
436,2.0,1.0,6,10.0822224958
437,17.0,1.0,6,10.0822224958
438,5.0,1.0,6,10.0822224958
439,11.0,1.0,6,10.0822224958
440,22.0,1.0,6,10.0822224958
441,4.0,1.0,6,10.0822224958
442,14.0,1.0,6,10.0822224958
443,23.0,1.0,6,10.0822224958
444,0.0,1.0,6,10.0822224958
445,6.0,1.0,6,10.0822224958
446,-6.0,1.0,6,10.0822224958
447,-1.0,1.0,6,10.0822224958
448,5.0,1.0,6,10.0822224958
449,12.0,1.0,6,10.0822224958
450,30.0,1.0,6,10.0822224958
451,-5.0,1.0,6,10.0822224958
452,-16.0,1.0,6,10.0822224958
453,-9.0,1.0,6,10.0822224958
454,3.0,1.0,6,10.0822224958
455,-6.0,1.0,6,10.0822224958
